id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_2023,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,last_review_date,price_2023_quant
663325718823816400,Officially Diverse Beachy Retreat,189105696,Janice,Queens,Arverne,40.5983558,-73.80028700000001,Private room,71,1,17,2022-11-29,2.14,1,363,17,,2022-11-29,0.18230676010327204
665857667645966500,Quadruple Room with Kitchen and Shared Bathroom,468168420,Paul,Manhattan,Harlem,40.80079,-73.95476,Private room,118,1,16,2023-02-27,2.08,4,262,16,,2023-02-27,0.4353759418304442
664375845830898800,Loveling rent a room in sunnyside,335920793,Jimmy,Queens,Sunnyside,40.7391,-73.92482,Private room,150,1,3,2022-11-06,0.42,2,365,3,,2022-11-06,0.5972917435059802
665880453779233e3,Lovely Studio next to Marine Park,30001439,Valery,Brooklyn,Midwood,40.6131281,-73.9445698,Entire home/apt,125,1,10,2023-01-01,1.31,1,64,10,,2023-01-01,0.4827967753833184
665881240261196900,Triple Room with Kitchen and Shared Bathroom,468168420,Paul,Manhattan,Harlem,40.79996,-73.9548,Private room,118,1,31,2023-02-14,3.96,4,315,31,,2023-02-14,0.4353759418304442
665928263769244300,"Location, Location, Location!Heart of west village",199339682,Athena,Manhattan,West Village,40.7346,-74.00206,Entire home/apt,685,9,3,2022-11-14,0.43,1,206,3,,2022-11-14,0.9832973286263765
665937856862413400,Serene Loft in Heart of Fort Greene,346197555,George,Brooklyn,Clinton Hill,40.6890671,-73.9687861,Entire home/apt,382,3,5,2022-10-17,0.64,1,164,5,,2022-10-17,0.9421992728805522
663459829434739500,Stylish and cozy 1BR in great Midtown location,433965914,Anna,Manhattan,Midtown,40.756366301631076,-73.96774156508178,Entire home/apt,228,1,42,2023-03-05,5.58,1,5,42,,2023-03-05,0.8050476842826282
663462486265273900,Soho- 2bd 2bth Stunning Apt- Prime Location,11263163,Antonio,Manhattan,Little Italy,40.7179112,-73.99886529999999,Entire home/apt,449,4,7,2023-02-25,1.56,1,186,7,,2023-02-25,0.9591653933294694
663567630196253e3,Manhattan Good Location Private Room,455691328,Roosi,Manhattan,Midtown,40.755691898346925,-73.99066586047411,Private room,85,3,2,2023-01-02,0.86,4,177,2,,2023-01-02,0.2594446493492808
664390826805768700,Lovely and Stylish 3 Bedroom unit in the UWS #6163,113723310,MyNyHousing,Manhattan,Upper West Side,40.78507,-73.97445,Entire home/apt,190,30,2,2023-01-31,0.65,63,273,2,,2023-01-31,0.7164234153538122
664394089130849900,Adorable 1bedroom cottage in Forest Hills,14368288,Vesna,Queens,Forest Hills,40.71013,-73.84592,Entire home/apt,200,1,48,2023-03-03,6.1,1,322,48,,2023-03-03,0.7543073923810527
665951861828703600,Féminine Luxury w/ King Bed and 24-hr Doorman,387935140,Kellianne,Manhattan,Harlem,40.80813,-73.95406,Entire home/apt,250,28,16,2023-02-24,2.19,1,140,16,,2023-02-24,0.8493598187470361
665957060402579200,Brooklyn Vibe Out / Priv Serene Bedroom +Workspace,92841026,Marilenis,Brooklyn,Bedford-Stuyvesant,40.68257,-73.92744,Private room,69,2,24,2023-03-05,3.08,2,301,24,,2023-03-05,0.16560408872964855
663584013023328900,"Bright, spacious 1 bedroom in prime Brooklyn area",1495584,Zoe,Brooklyn,Gowanus,40.68129,-73.98251,Entire home/apt,75,3,2,2022-11-29,0.34,1,0,2,,2022-11-29,0.2058591074345329
663587487608376700,"Elevator, Gym, Private Balcony and Work space",436204978,Katya,Brooklyn,Bedford-Stuyvesant,40.69594,-73.94049,Entire home/apt,105,29,10,2022-11-27,1.3,1,36,10,,2022-11-27,0.3806312239844038
664397229263148400,Charming 1 bedroom New York City loft,28647831,Raisa,Manhattan,Chelsea,40.74385,-73.99233,Entire home/apt,349,4,2,2023-01-04,0.37,1,328,2,,2023-01-04,0.9254966015069287
664406908114557e3,Nice Apartment in Brooklyn,138086216,Eli,Brooklyn,Bergen Beach,40.628,-73.91405,Entire home/apt,105,3,10,2023-02-02,1.35,5,362,10,,2023-02-02,0.3806312239844038
665969160178614800,Shared Female Room| ONE TIME OFFER,431476577,SharedEasy,Brooklyn,Bedford-Stuyvesant,40.68703,-73.91852,Shared room,42,30,1,2022-09-12,0.17,9,187,1,,2022-09-12,0.030560092734074503
665980631217887100,Family Room with Kitchen and Shared Bathroom,468168420,Paul,Manhattan,Harlem,40.79951,-73.95267,Private room,143,1,8,2022-12-13,1.1,4,277,8,,2022-12-13,0.5527688497813372
6.6444289277803994e+17,Spacious Luxury Tribeca Studio w/ Amazing Views,81954660,Doug,Manhattan,Tribeca,40.71611,-74.00489,Entire home/apt,331,6,5,2023-02-21,0.89,1,7,5,,2023-02-21,0.9180146477685863
664474319702427100,Entire One bedroom Apartment,78953413,Vladimir,Queens,Forest Hills,40.73047,-73.8520283,Entire home/apt,125,3,10,2023-02-20,1.31,1,65,10,,2023-02-20,0.4827967753833184
666022943667475200,Brooklyn sun drenched studio apartment!,402187116,James&Laureta,Brooklyn,Bedford-Stuyvesant,40.68119,-73.9413,Entire home/apt,96,1,28,2023-02-19,3.59,6,244,28,,2023-02-19,0.322198219084251
666039859586324200,Mini Estudio con Baño Privado cerca a Manhattan!,401937392,JEMG’S Hostel,Queens,Elmhurst,40.743122150454546,-73.87479543685913,Private room,85,1,14,2023-03-05,2.26,13,337,14,,2023-03-05,0.2594446493492808
666061682716722400,Stylish Family Friendly home retreat,460421451,Fernanda,Queens,Arverne,40.59446,-73.80089,Entire home/apt,181,2,10,2023-01-01,1.42,2,89,10,,2023-01-01,0.6922387902418462
663618248748975100,"Sunny 2 bed, 2.5 bath and 2 private outdoor spaces",32226468,Melissa,Brooklyn,Bedford-Stuyvesant,40.6929094,-73.94656739999999,Entire home/apt,350,2,2,2022-11-21,0.29,2,0,2,,2022-11-21,0.9317666894989198
664475916141315500,Lovely quiet room near Manhattan + office space,10789331,Agata,Brooklyn,Clinton Hill,40.69191,-73.96564,Private room,66,2,5,2022-09-07,0.63,2,13,5,,2022-09-07,0.15295853311554877
664481349127060700,Lovely 1-bedroom in the heart of West Village,370170848,Taylor,Manhattan,West Village,40.737,-74.00229,Entire home/apt,350,1,12,2023-02-26,1.59,1,287,12,,2023-02-26,0.9317666894989198
663619511043068500,A tourist's dream! Sunny condo in the heart of NY,467596753,Shilo,Manhattan,Chelsea,40.74926,-73.99521,Entire home/apt,167,1,49,2023-03-06,7.99,1,115,49,,2023-03-06,0.6484008641129669
664497748383780100,Café con pan,335920793,Jimmy,Queens,Sunnyside,40.7374,-73.92535,Private room,100,1,6,2023-01-02,0.91,2,365,6,,2023-01-02,0.35955529796090413
666145877017266200,Beautiful Spacious Home With Gorgeous Patio,391579286,Avraham,Brooklyn,Crown Heights,40.6728733,-73.9305456,Entire home/apt,400,3,34,2023-03-01,4.23,4,183,34,,2023-03-01,0.952104958111597
666176953190523100,NYC-Themed Lovely two bedroom,14038931,Carlos,Queens,Ridgewood,40.70379,-73.90696,Entire home/apt,199,2,17,2023-01-04,2.16,2,82,17,,2023-01-04,0.7386585173086042
663661046898264200,Spacious and affordable townhouse,461769511,Alexis,Bronx,Fordham,40.85376,-73.89975,Private room,47,2,15,2022-12-12,1.99,5,64,15,,2022-12-12,0.0494230465251067
663680453153692800,Big and clean studio near Grand Central,461848161,Lee,Manhattan,Murray Hill,40.74891,-73.97637,Entire home/apt,158,5,8,2023-01-03,1.19,3,81,8,,2023-01-03,0.6184203593445387
66368053059126e4,Room C. Lovely Queen size bed room.,390939824,I.D,Queens,Queens Village,40.70529,-73.74926,Private room,70,3,26,2023-02-17,3.22,3,359,26,,2023-02-17,0.17856578323410086
666211588862292e3,Mamba Hotel,348034609,Pankaj,Bronx,Wakefield,40.90111,-73.85837,Private room,171,1,4,2022-12-04,0.52,6,365,4,,2022-12-04,0.6610991095421255
664559158567139200,"Cozy-room near LGA Airport, Citi Field, SpaCastle",467855405,Leon,Queens,College Point,40.7857207,-73.8381617,Private room,60,1,26,2023-01-07,3.53,2,61,26,,2023-01-07,0.12218768112123926
666240636654933600,C & J Blessed Family Nest,467903463,Joan D,Brooklyn,Crown Heights,40.67947,-73.96007,Entire home/apt,250,1,21,2023-01-01,2.81,1,365,21,,2023-01-01,0.8493598187470361
664579373936408800,Adorable studio in Brooklyn Brownstone,114178652,Isabelle,Brooklyn,Bedford-Stuyvesant,40.68482,-73.94549,Entire home/apt,103,30,2,2023-01-15,0.55,4,248,2,,2023-01-15,0.37056746930818274
664588338355075700,"Lovely 2 bedroom, minutes from the Brooklyn Bridge",463254178,Cyrille,Manhattan,Tribeca,40.71576,-74.00705,Entire home/apt,690,3,19,2023-01-23,2.68,1,348,19,,2023-01-23,0.9839296064070815
666482362855955100,Luxury condo next to World Trade Center,28749352,Claire,Manhattan,Battery Park City,40.70585,-74.01678,Entire home/apt,300,3,2,2023-01-02,0.56,2,12,2,,2023-01-02,0.9022077032509616
663697610236716800,Art room “,464797341,Brian,Bronx,Claremont Village,40.84467,-73.90599,Private room,54,3,13,2023-01-13,1.63,4,365,13,,2023-01-13,0.08056272722482744
664633132220977400,The Hill. Garden apt Near R.U.M.C,24580977,Ed,Staten Island,Tompkinsville,40.63439,-74.08924,Entire home/apt,140,1,28,2023-02-19,3.64,2,354,28,,2023-02-19,0.5472364192001686
664636711297826200,Cozy duplex townhouse apartment in Brooklyn,71381787,Rohit,Brooklyn,Bedford-Stuyvesant,40.68346,-73.93952,Entire home/apt,260,2,36,2023-03-02,4.76,3,317,36,,2023-03-02,0.8574740502660836
666546073287471600,*Renovated Luxury Three Bedroom Greenpoint Condo!*,455073660,Miguel A,Brooklyn,Greenpoint,40.72312,-73.95202,Entire home/apt,428,6,19,2023-02-19,2.49,1,279,19,,2023-02-19,0.9566889720217082
666547785826971800,Charming studio Apt. in the heart of Fort Greene,468346332,Allison,Brooklyn,Fort Greene,40.6865967,-73.9722819,Entire home/apt,230,2,8,2023-01-01,1.14,1,32,8,,2023-01-01,0.8106328046788556
664646113145901700,"♦️Lovely 2 bed, ⭐ L train-15min to Manhattan🗽",123862187,Lizeth,Brooklyn,Bushwick,40.693931979720475,-73.90592371960462,Entire home/apt,194,3,6,2022-09-18,0.77,1,365,6,,2022-09-18,0.7218504663048633
666560642861140900,Cozy 1-bedroom rental unit great getaway,445356945,Jerimiah,Manhattan,Inwood,40.86741,-73.9238,Entire home/apt,130,1,13,2023-01-02,1.66,1,365,13,,2023-01-02,0.5067706412350492
663718440837696400,Beautiful one bedroom,467600659,Ron,Manhattan,Harlem,40.81808,-73.95352,Private room,120,1,12,2023-03-04,1.54,2,336,12,,2023-03-04,0.4565045576690026
663724763022053400,Large apartment with king size bed,49036237,Marian,Queens,Astoria,40.76741,-73.92403,Entire home/apt,130,2,1,2022-12-10,0.34,1,32,1,,2022-12-10,0.5067706412350492
663745860969758600,Bright & Specious Apt close to Manhattan and LGA,457594429,Lhakpa,Queens,East Elmhurst,40.76244,-73.88517,Entire home/apt,172,1,34,2023-02-26,4.25,2,178,34,,2023-02-26,0.6626798039938879
663746111895282400,Clean Mod Apt close to Manhattan,441489344,Pemba,Queens,Jackson Heights,40.75571,-73.88147,Entire home/apt,102,1,6,2023-01-30,2.07,2,315,6,,2023-01-30,0.36661573317877655
663748681839344900,Private bedroom close to Central Park/Columbia Uni,67859646,Indhira & Alex,Manhattan,Morningside Heights,40.80804,-73.95798,Private room,99,2,44,2023-03-01,5.62,2,45,44,,2023-03-01,0.3415880710258707
663770714305992300,Sweet Home You would enjoy-3A,188362851,Ray,Queens,Flushing,40.7586023,-73.8127627,Private room,58,1,9,2023-02-20,2.7,5,349,9,,2023-02-20,0.10306127825491332
664663042420665500,Private bedroom in Harlem apartment,50002645,T. Lucy,Manhattan,Harlem,40.82347,-73.95088,Private room,78,1,5,2022-12-05,0.88,1,347,5,,2022-12-05,0.21413140839875652
666570690776211500,1 bedroom in Artist's Duplex,39772436,Monica,Brooklyn,Bedford-Stuyvesant,40.6905,-73.95702,Private room,85,2,1,2022-12-16,0.37,1,0,1,,2022-12-16,0.2594446493492808
666604518209434800,One bedroom in Upper West side Manhattan,267112113,Tom,Manhattan,Upper West Side,40.79841,-73.96822,Private room,77,1,35,2023-01-16,4.65,2,35,35,,2023-01-16,0.21118077875546656
666647240323900200,"Tidy cozy room in Bay ridge,BK. Close R line.",8288419,Jason,Brooklyn,Bay Ridge,40.6367,-74.02538,Private room,43,30,1,2023-01-15,0.59,3,213,1,,2023-01-15,0.03382686126771695
668157385058556300,Lofty Sunny Dream Apartment in Williamsburg,90685499,Meryl,Brooklyn,Williamsburg,40.70777,-73.9508,Entire home/apt,195,30,1,2023-01-03,0.47,1,0,1,,2023-01-03,0.7263817903999157
668181880965292200,Urban Oasis 2 bed apt in Astoria - 20” Manhattan,4848317,NY Host,Queens,Astoria,40.76631,-73.91445,Entire home/apt,280,7,2,2022-12-29,0.3,3,0,2,,2022-12-29,0.8779176985088782
668184500955261200,Private Bedroom in a lovely area close to JFK,468749236,Elie,Queens,Howard Beach,40.6686,-73.8513,Private room,100,1,11,2022-12-29,1.39,1,68,11,,2022-12-29,0.35955529796090413
664846201351021e3,"1 bedroom, access to private roof top & bathroom",180712863,Gel,Brooklyn,Flatbush,40.63617,-73.95197,Private room,115,1,4,2023-03-05,0.52,1,362,4,,2023-03-05,0.4266821223457506
668205245067674500,Keila's place,459136924,Marisol,Bronx,Mott Haven,40.812,-73.92178,Private room,47,1,45,2023-02-20,5.79,3,14,45,,2023-02-20,0.0494230465251067
668222688796842900,The Ultimate in Downtown living,21885710,Elena,Manhattan,SoHo,40.72531003777493,-74.00900647301636,Entire home/apt,485,3,1,2023-01-28,0.79,1,365,1,,2023-01-28,0.9646451340955793
666687689202133200,Lindo Studio on Linden St - Steps to subway,19758179,Telmo,Brooklyn,Bushwick,40.7007,-73.91441,Entire home/apt,103,30,3,2022-12-16,0.61,8,208,3,,2022-12-16,0.37056746930818274
666705065274020100,Brooklyn Luv's Ya! Short walk to Wyckoff Hospital,19758179,Telmo,Brooklyn,Bushwick,40.70071,-73.91287,Entire home/apt,109,30,2,2022-11-13,0.4,8,296,2,,2022-11-13,0.3949628536803836
666710213882459300,East Village Bright Corner 1BR + Home Office Apt,6583272,Galina,Manhattan,East Village,40.7299,-73.9795,Entire home/apt,240,30,1,2022-11-06,0.25,3,205,1,,2022-11-06,0.8265451288265978
666720978502253600,Studio Apt with City Views-Within steps to subway!,19758179,Telmo,Brooklyn,Bushwick,40.69902,-73.91387,Entire home/apt,101,30,3,2022-12-16,0.57,8,274,3,,2022-12-16,0.3629274461246641
668246733213442600,Bright & Modern Ap | Discount for Long Stay,188839178,Onaedo,Brooklyn,Bedford-Stuyvesant,40.69547,-73.94169,Entire home/apt,166,30,22,2023-01-03,3.67,1,307,22,,2023-01-03,0.6468728594762633
664918277781902100,"3 Bedrooms Queens House, Jfk, Lga, Citifields, UBS",256610276,Mary,Queens,St. Albans,40.69335,-73.76481,Entire home/apt,286,2,8,2022-12-11,1.31,4,355,8,,2022-12-11,0.8830286105695769
666757974043019400,Vibrant & Sunny Private Queen bedroom in Bed-Stuy,468406450,Jamal,Brooklyn,Bedford-Stuyvesant,40.677839,-73.9249896,Private room,120,3,6,2023-02-01,0.82,2,157,6,,2023-02-01,0.4565045576690026
666851184773991700,"Cozy 2 Bedroom unit near JFK Airport ,Queens",32772480,Lorna,Queens,Rosedale,40.65627,-73.72923,Entire home/apt,75,3,13,2023-02-10,1.76,3,83,13,,2023-02-10,0.2058591074345329
665019468547006600,SERENITY ON OCEAN AVE,220629418,Jhoe,Brooklyn,Sheepshead Bay,40.60751,-73.9526,Entire home/apt,145,3,8,2023-02-05,1.06,7,332,8,,2023-02-05,0.5617788081563834
668265663179820200,New Suite w/ PRIVATE ENTRANCE|WIFI near train,468769212,Zhijian,Queens,Bayside,40.76167,-73.77376,Private room,110,2,21,2023-01-01,2.69,1,32,21,,2023-01-01,0.40755571947942465
665062600290394200,Luxury 1 Bedroom Art Studio / 20 Mins to Manhattan,247713791,Evan,Brooklyn,Flatbush,40.65141,-73.96041,Entire home/apt,186,5,5,2023-02-19,0.66,1,31,5,,2023-02-19,0.7041466884451235
668291169950403700,For cat lovers only! Lovely 1 bedroom apartment,36884151,Vivien,Manhattan,Inwood,40.86358,-73.92843,Entire home/apt,100,14,2,2023-01-07,0.29,1,248,2,,2023-01-07,0.35955529796090413
666901236921586600,Lovely 3 bedroom rental until with backyard,24576989,Nancy,Brooklyn,Greenpoint,40.72604,-73.946,Entire home/apt,160,30,2,2022-10-01,0.31,1,26,2,,2022-10-01,0.6306970862532273
665068467650935700,3 bedroom on Staten Island close to beach,374993676,Matthew,Staten Island,New Dorp Beach,40.56385,-74.09874,Entire home/apt,218,3,17,2023-01-22,2.38,1,168,17,,2023-01-22,0.7837083091838347
667008795694370800,Modern Uptown Oasis by Presbyterian/Riverside Park,344320464,Cindy,Manhattan,Washington Heights,40.84065,-73.94231,Entire home/apt,240,1,22,2023-03-05,2.86,2,256,22,,2023-03-05,0.8265451288265978
668306085348412500,Interior design home in the center of Manhattan!,20318406,Dmytro,Manhattan,Hell's Kitchen,40.76009,-73.99074,Entire home/apt,464,2,14,2023-02-14,1.86,1,43,14,,2023-02-14,0.9622740924179356
668307222584748800,Old NY Charm in the Heart of Greenwich Village,17085996,Kristen,Manhattan,Greenwich Village,40.73279,-73.99551,Entire home/apt,248,2,9,2022-12-24,1.31,1,17,9,,2022-12-24,0.8328679066336477
668323259840671e3,East Village Charming 2 bedroom Apartment,467292475,Ethan,Manhattan,East Village,40.72617,-73.98659,Entire home/apt,255,4,17,2022-12-26,2.29,2,205,17,,2022-12-26,0.8524685178355024
665074659334493400,Entire apartment with king size bed,467975030,Brendon,Brooklyn,Canarsie,40.6406686,-73.894198,Entire home/apt,69,30,5,2023-01-01,0.75,1,38,5,,2023-01-01,0.16560408872964855
665096684159385600,Lovely 1 bedroom in Flatbush Brooklyn,26901061,Cecilia,Brooklyn,East Flatbush,40.65064,-73.94858,Entire home/apt,169,1,13,2023-01-20,1.96,1,106,13,,2023-01-20,0.6533537067284894
668333813645993200,Beautiful 2 story Condo w/ Private Backyard,140623121,Jerri,Manhattan,East Harlem,40.80784,-73.94039,Private room,146,1,5,2023-02-18,0.64,3,313,5,,2023-02-18,0.5646767479846145
668336778831639800,Private 1 bedroom in Bushwick townhouse,258072,Isabella,Brooklyn,Bushwick,40.68837286878325,-73.90709526836872,Entire home/apt,80,30,10,2023-01-22,2.04,2,75,10,,2023-01-22,0.23278360292955372
668337174613120300,Cozy 2 Private Rooms in Bushwick,258072,Isabella,Brooklyn,Bushwick,40.688326599142655,-73.90707045793533,Entire home/apt,126,2,12,2023-02-19,2.45,2,73,12,,2023-02-19,0.4854839559513146
667070287508491400,Room in 3BR1BA 2 min > 52 St station (7) train,137358866,Kaz,Queens,Woodside,40.74636,-73.90893,Private room,38,30,1,2022-12-14,0.36,124,360,1,,2022-12-14,0.01733494915432847
665121029250984800,Apt in Fort Greene Brooklyn BAM Barclay Pratt TV,76362658,William,Brooklyn,Fort Greene,40.68691,-73.97465,Entire home/apt,146,3,8,2023-03-02,1.8,1,118,8,,2023-03-02,0.5646767479846145
667260564999109200,Heart of NYC,308917048,Victor,Staten Island,Arden Heights,40.549946000713526,-74.16788571182833,Entire home/apt,129,2,7,2023-01-16,0.91,1,364,7,,2023-01-16,0.49570578007271193
668364704805260400,2BR Apt in Brooklyn Near Subways + JFK 30 Mins,132356199,Marsha,Brooklyn,East Flatbush,40.65471,-73.91331,Entire home/apt,157,3,2,2022-11-06,0.35,2,175,2,,2022-11-06,0.61626007692713
668644789906973e3,"Lovely one bedroom in Williamsburg, Brooklyn",2655287,Bruno,Brooklyn,Greenpoint,40.71931,-73.94844,Entire home/apt,123,30,1,2022-10-02,0.19,1,0,1,,2022-10-02,0.4650929975235787
66513852779048e4,"Private Luxury BR in Ridgewood, Queens, 1FL-BR1",467996701,Anthony,Queens,Ridgewood,40.71131949999999,-73.9082014,Private room,85,1,13,2023-01-01,1.74,9,365,13,,2023-01-01,0.2594446493492808
668658891097158e3,VIP Modern Lounge,303320919,David,Brooklyn,Bedford-Stuyvesant,40.68381,-73.95034,Entire home/apt,146,1,16,2023-02-12,2.38,4,361,16,,2023-02-12,0.5646767479846145
668664705735838e3,"Lovely, quite, private bedroom, ideal location",10795069,Isra,Manhattan,Upper West Side,40.794871,-73.97081100000001,Private room,180,1,26,2023-01-16,3.29,3,10,26,,2023-01-16,0.6906054059750251
667265505020383600,Gorgeous and comfortable unit next to Manhattan!,468511305,Nelson,Queens,Astoria,40.76805,-73.93407,Entire home/apt,199,1,1,2022-11-07,0.25,1,338,1,,2022-11-07,0.7386585173086042
667266914137248400,"Vibrant, spacious,minimal 1BR central Williamsburg",7342104,Audrey,Brooklyn,Williamsburg,40.7171238,-73.9518307,Entire home/apt,200,30,3,2023-02-13,0.48,1,234,3,,2023-02-13,0.7543073923810527
667271470208330400,Modern studio,348045909,Chantel,Bronx,Williamsbridge,40.87687,-73.85065,Entire home/apt,99,2,26,2023-03-03,5.49,1,334,26,,2023-03-03,0.3415880710258707
665155739264522800,Sunny entire apartment in Manhattan,96589640,Alberto,Manhattan,Inwood,40.86516,-73.92884,Entire home/apt,148,1,40,2023-02-25,6.22,2,16,40,,2023-02-25,0.5685231044839033
667300848428547700,Family Town House w/ backyard Park Slope Brooklyn,814594,Silvio,Brooklyn,South Slope,40.66899,-73.98948,Entire home/apt,550,2,3,2022-12-29,0.45,1,120,3,,2022-12-29,0.9746035091416829
668701039156616400,Gorgeous Brownstone for 4 People,28576665,Anna,Brooklyn,Bedford-Stuyvesant,40.69144,-73.93564,Entire home/apt,191,4,26,2023-02-25,3.73,2,27,26,,2023-02-25,0.7176352811001634
665156020477225500,Beautiful Cozy Private Studio Close to Columbia,385129361,Central Park Apartments,Manhattan,Upper West Side,40.79572,-73.96186,Entire home/apt,85,30,2,2023-01-02,0.33,32,346,2,,2023-01-02,0.2594446493492808
668717518462688500,Cozy & spacious apartment in UWS,170568130,Ignacio,Manhattan,Upper West Side,40.79305,-73.96671,Entire home/apt,90,1,4,2023-02-02,0.93,14,42,4,,2023-02-02,0.29269192265135147
668720193573393e3,Lovely apartment in the Upper West Side,170568130,Ignacio,Manhattan,Upper West Side,40.7920348,-73.96620949999999,Entire home/apt,85,1,9,2023-01-22,1.53,14,48,9,,2023-01-22,0.2594446493492808
667300987707113700,An Artist’s Apartment in Brooklyn.,440447377,Osnyc,Brooklyn,Crown Heights,40.67385,-73.96082,Entire home/apt,265,1,15,2023-01-02,1.99,1,341,15,,2023-01-02,0.8621634438063123
665181323509587100,Home Sweet Home.  A defined Airbnb space.,468011490,Sandra,Bronx,Allerton,40.86764,-73.85626,Entire home/apt,185,4,7,2022-12-06,1.11,1,335,7,,2022-12-06,0.7025133041783024
667316357375615600,"JG Sohotel Eco Queen room at Soho, little italy",468527022,JG Sohotel,Manhattan,Chinatown,40.71759,-74.0002,Private room,150,1,164,2023-02-27,22.16,8,145,164,,2023-02-27,0.5972917435059802
668749945704652200,Spacious Art Filled Apartment,9708443,Charles,Brooklyn,Greenpoint,40.73066,-73.95369,Private room,168,2,6,2023-01-01,0.77,1,54,6,,2023-01-01,0.650086938194847
667322847280708200,Perfect 1-bedroom apartment in the east village,14495913,Justin,Manhattan,East Village,40.72578533674107,-73.99015087634325,Entire home/apt,180,30,2,2022-12-15,0.3,1,78,2,,2022-12-15,0.6906054059750251
665194268205617900,Standard 1 King Bed at Holiday Inn Express Times Square South,426490985,Holiday Inn Express,Manhattan,Midtown,40.74966,-73.98657,Entire home/apt,185,1,8,2023-02-11,1.35,1,86,8,,2023-02-11,0.7025133041783024
667327515893076200,style 1-bed apt brooklyn,374188925,Aviv,Brooklyn,Bedford-Stuyvesant,40.6936243,-73.9467052,Entire home/apt,110,5,1,2023-02-16,1,1,89,1,,2023-02-16,0.40755571947942465
668770673721153200,"Spacious studio with balcony. 
Heart of Astoria.",368084012,Aigerim,Queens,Astoria,40.76846,-73.92074,Entire home/apt,130,3,21,2023-01-03,2.83,2,345,21,,2023-01-03,0.5067706412350492
668782753074319200,Brooklyn shoebox studio apartment!,402187116,James&Laureta,Brooklyn,Bedford-Stuyvesant,40.68168,-73.9417,Entire home/apt,115,1,31,2023-02-13,4.21,6,241,31,,2023-02-13,0.4266821223457506
668796167475217e3,Cozy Lower Manhattan Apartment,69533355,Tiffany,Manhattan,Financial District,40.70702,-74.00937,Entire home/apt,795,5,2,2022-12-04,0.42,6,365,2,,2022-12-04,0.9883555508720164
667341502055503700,Charming 1-Bed in the heart of NYC,86396141,Briana,Manhattan,Hell's Kitchen,40.76459,-73.98822,Entire home/apt,195,2,31,2023-02-27,4.06,1,41,31,,2023-02-27,0.7263817903999157
667347787528220700,"Artsy, Trendy, Warm, Home!",18586628,Udeaku,Manhattan,East Harlem,40.8131,-73.9361,Private room,78,14,10,2023-01-03,1.6,2,33,10,,2023-01-03,0.21413140839875652
667356026089312400,Bushwick Artist Loft,16596728,Josh,Brooklyn,Bushwick,40.70504,-73.91891,Entire home/apt,200,30,3,2022-11-15,0.48,2,33,3,,2022-11-15,0.7543073923810527
667357956287115e3,"Perfect Distance Airport LGA Self Check-in, NYC",346903753,Angela,Queens,East Elmhurst,40.7655,-73.87708,Private room,58,1,92,2023-02-08,11.65,3,88,92,,2023-02-08,0.10306127825491332
667369911760676900,"Large and lovely 2-Bedroom in Boerum Hill, BK",3207348,Martine & Michelle,Brooklyn,Boerum Hill,40.68358,-73.98166,Entire home/apt,275,3,3,2022-10-10,0.4,1,219,3,,2022-10-10,0.8729648558933558
665314923670645200,Beautiful private room in Manhattan New York!,446490301,Cristine,Manhattan,Harlem,40.81322,-73.95122,Private room,57,3,29,2023-01-29,4.07,2,24,29,,2023-01-29,0.0984245745297434
665386470233908900,New renovated 3 bedrooms lovely apt in Brooklyn,148993903,Tina,Brooklyn,Dyker Heights,40.62455,-74.00803,Entire home/apt,300,3,13,2023-01-02,1.84,2,356,13,,2023-01-02,0.9022077032509616
667379768469874600,"Bright, Shiny, and Private Room in trendy Bushwick",49280870,Laura C,Brooklyn,Bushwick,40.69628,-73.91209,Private room,82,2,7,2023-02-22,1.74,1,242,7,,2023-02-22,0.2399494177775436
667445959216742300,Private Room with Manhattan view in LIC luxury bd,461848161,Lee,Queens,Long Island City,40.75338,-73.9396,Private room,85,30,6,2022-10-31,0.78,3,93,6,,2022-10-31,0.2594446493492808
668811671195022600,Surf Beach Penthouse Of Rockaway,154624283,Tom,Queens,Rockaway Beach,40.5875727,-73.814377,Entire home/apt,169,3,17,2023-02-27,2.28,1,266,17,,2023-02-27,0.6533537067284894
665404376363855600,Lovely 2 bedroom in Landmark Townhouse,466989452,Zoraida,Bronx,Longwood,40.81587,-73.90052,Entire home/apt,175,1,5,2023-01-03,0.75,4,357,5,,2023-01-03,0.6749565309025766
668835988521585800,Modern 2-bdr apartment in the heart of Bell Blvd,188425827,Avi,Queens,Bayside,40.76414399999999,-73.77096379999999,Entire home/apt,159,2,24,2023-02-28,3.19,2,349,24,,2023-02-28,0.6229516834395912
668839122283259300,"Cozy room in Astoria, close to N,W train station",103907184,Jimmy,Queens,Astoria,40.77166,-73.92406,Private room,56,1,24,2023-02-18,3.6,2,357,24,,2023-02-18,0.0953158754412772
667446376283843200,Retro Room in Harlem,66383919,Fernando,Manhattan,Harlem,40.80552,-73.95421,Private room,79,3,34,2023-02-13,4.43,1,59,34,,2023-02-13,0.22024342694557142
